1,13,GAL-NB-165-43,2023-08-05,50.07,3.231,13.7,14.48,0.207,3.16,8.15,2.39,0.68,0.73,96.79,2.84,51.73,3.34,14.15,14.96,0.21,3.26,8.42,2.47,0.7,0.75,12,19,38,427,670,16,324,213,92,16,23,21,151,6,75,144,4,81,2,2334,0.23,97.03,97.09,99.92,101.53,15.7,27.3,58,628.3,747.6,17.1,383.2,287.1,116.7,22.9,30.4,26.5,188.6,6.7,88.4,176.9,4.8,95,2.5,2924,0.29
1,14,GAL-NB-165-44,2023-08-05,50.44,3.126,13.34,13.91,0.236,3.56,8.33,2.57,0.98,0.608,97.11,2.51,51.94,3.22,13.74,14.33,0.24,3.67,8.58,2.64,1.01,0.63,15,19,37,448,571,34,320,207,46,15.5,22,19,150,7,23,59,4,34,1,2031,0.2,97.31,97.36,99.88,101.42,19,27.1,56.9,658.5,637.5,37.4,378.2,279.8,58.6,22.1,29.6,24.2,186.3,7.7,26.6,72.1,4.9,39.2,1.6,2567,0.26
1,32,GAL-NB-165-45,2023-08-05,53.51,2.74,13.34,12.46,0.201,2.6,6.35,3.18,2.41,0.966,97.76,1.56,54.74,2.8,13.65,12.74,0.21,2.66,6.49,3.26,2.46,0.99,7,0,26,184,3611,45,301,499,50,22.9,24,12,130,11,41,94,7,50,2,5117,0.51,98.27,98.36,99.92,101.3,8.5,0,40.3,270.2,4032.2,49.7,356.4,674.2,63.1,32.7,32,14.8,161.7,11.6,48.3,115.8,7.6,58.8,1.9,5980,0.6
1,37,GAL-NB-165-46,2023-08-05,57.78,0.871,12.19,4.88,0.09,2.07,8.64,1.97,1.89,0.204,90.6,9.22,63.78,0.96,13.46,5.39,0.1,2.29,9.54,2.17,2.09,0.22,23,49,13,101,646,68,334,293,29,14.4,15,24,69,14,38,71,10,33,1,1844,0.18,90.78,90.82,100.04,100.59,29.7,71.2,19.9,148.6,721.6,74.4,395,395.7,36.7,20.5,20.1,29.5,86.2,14.7,44.3,86.8,10.9,37.9,1.6,2245,0.22
1,35,GAL-NB-165-47,2023-08-06,54.01,2.742,13.34,12.65,0.203,2.68,6.36,3,2.57,0.957,98.52,1.1,54.82,2.78,13.54,12.84,0.21,2.72,6.46,3.05,2.61,0.97,8,0,27,185,3414,46,282,495,49,22.2,23,12,129,11,44,94,7,49,2,4897,0.49,99.01,99.09,100.19,101.59,9.8,0,41.2,272.4,3811.3,50.6,333.9,668.6,61.7,31.8,30.6,14.9,160.5,11.6,51.3,115.1,7.4,57,2.2,5732,0.57
1,145,GAL-NB-165-48,2023-08-06,54.52,2.591,13.63,11.51,0.194,2.24,6.22,3.15,2.8,1.076,97.93,1.57,55.67,2.65,13.91,11.76,0.2,2.29,6.35,3.21,2.86,1.1,6,0,25,145,3815,50,316,500,51,24,24,10,130,12,50,103,7,50,2,5321,0.53,98.47,98.55,100.13,101.41,7.8,0,38.7,213,4259.6,54.1,373.7,675,64.7,34.3,32,13.1,161.5,13.5,59,127.2,7.9,58.8,2.5,6196,0.62
1,152,GAL-NB-165-49,2023-08-06,54.3,2.553,13.44,11.82,0.135,2.1,5.71,3.35,2.77,1.059,97.23,2.2,55.85,2.63,13.82,12.16,0.14,2.15,5.87,3.45,2.84,1.09,7,0,25,148,3596,55,274,495,50,22.8,23,13,130,13,46,98,6,48,2,5052,0.51,97.73,97.82,100.02,101.33,9.2,0,38.2,217.9,4015.1,60.1,324.5,669.2,63.9,32.6,30.7,16.6,161.5,14.2,53.7,119.9,7,55.7,2,5892,0.59
1,144,GAL-NB-165-50,2023-08-06,62.29,1.051,12.18,5.63,0.097,2.27,5.88,2.14,1.98,0.239,93.76,5.89,66.43,1.12,12.99,6.01,0.1,2.42,6.27,2.29,2.11,0.26,23,49,15,126,646,72,326,348,32,15.7,15,21,75,14,39,78,9,33,4,1941,0.19,93.96,94,99.89,100.52,29.5,72,22.9,185.4,721.4,79.2,385,470.7,40.3,22.5,20.8,26.5,92.9,14.7,45.4,96,10.4,38.7,4.2,2378,0.24
1,167,GAL-NB-165-51,2023-08-06,43.52,1.936,15.82,12.63,0.342,1.89,3.43,1.48,0.8,0.474,82.32,17.62,52.87,2.35,19.21,15.34,0.42,2.29,4.17,1.8,0.98,0.58,17,29,28,255,600,47,202,187,23,12.8,25,32,180,11,16,51,5,20,1,1741,0.17,82.5,82.54,100.16,101.56,21.1,42.1,43.3,375.1,669.4,51.2,238.6,252.6,28.7,18.3,33.6,40.4,223.9,11.9,18.7,62.6,5.6,23.8,1.5,2163,0.22
1,170,GAL-NB-165-52,2023-08-06,50.27,2.092,14.97,13.03,0.193,4.68,8.21,2.37,0.57,0.314,96.69,3.13,51.99,2.16,15.48,13.48,0.2,4.84,8.49,2.46,0.59,0.32,16,24,40,356,513,14,307,169,34,12,22,31,131,6,22,34,4,24,0,1759,0.18,96.87,96.92,100.05,101.5,20.5,35.8,61,523.1,572.6,15.3,363.4,227.8,43,17.1,29.1,38.9,162.7,6.6,26.1,42.2,4.8,28.2,0,2218,0.22
1,169,GAL-NB-165-53,2023-08-06,52.21,2.016,14.44,12.23,0.19,4.61,8.8,2.78,0.86,0.307,98.44,1.35,53.04,2.05,14.66,12.43,0.19,4.68,8.94,2.82,0.87,0.31,13,24,38,348,498,20,340,167,43,12.7,21,29,128,6,20,42,3,29,2,1785,0.18,98.62,98.67,100.02,101.38,17,35.3,58,512.2,555.9,21.5,402.1,225.8,54.1,18.1,28.7,36.4,158.8,6.9,23.8,51.7,3.9,34.1,2.2,2246,0.22
1,166,GAL-NB-165-54,2023-08-23,48.58,2.228,15.93,13.69,0.189,4.02,6.63,2.14,0.55,0.33,94.29,5.35,51.53,2.36,16.9,14.51,0.2,4.26,7.03,2.27,0.58,0.35,16,25,42,340,675,14,258,176,27,11.3,25,32,141,6,16,29,4,20,1,1859,0.19,94.47,94.52,99.87,101.39,20.7,36.6,64.1,499.5,753.5,15.6,304.6,238.3,34.4,16.2,33.7,40,175.3,6.9,18.6,35.5,5,23.2,1.1,2323,0.23
1,74,GAL-NB-165-55,2023-08-06,54.67,2.69,12.92,13.19,0.239,2.79,6.76,3.21,1.73,0.796,98.99,0.71,55.23,2.72,13.06,13.32,0.24,2.82,6.83,3.24,1.75,0.8,6,0,32,156,915,43,331,240,54,17.8,22,13,161,9,32,68,6,40,2,2150,0.21,99.21,99.25,99.96,101.42,7.2,0,49.8,230.1,1022.1,47.5,391.5,324.2,69,25.5,29.6,16.1,200.1,10.1,37.5,83.2,6.7,46.9,2.3,2600,0.26
1,78,GAL-NB-165-56,2023-08-23,50.74,1.914,15.81,12.24,0.113,3.65,7.68,2.67,0.39,0.387,95.6,4.19,53.08,2,16.54,12.81,0.12,3.81,8.04,2.79,0.41,0.41,13,45,39,262,502,17,336,187,70,13.3,23,38,102,8,37,55,4,42,2,1794,0.18,95.78,95.82,100.01,101.37,16.5,65.1,59.6,385.5,560.5,18.5,397.7,252.6,89.2,19.1,31.3,46.9,126.5,8.6,43.3,67.2,4.5,48.6,2.3,2243,0.22
